Date,Region_Vector,Aboard,Fatalities,Survives,Time_Vector,Category_Vector,Summary_Vector
10/20/1968,"[1, 0, 0, 0, 0, 0, 0]",19.0,19.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
10/21/1968,"[0, 0, 0, 1, 0, 0, 0]",23.0,23.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
10/25/1968,"[1, 0, 0, 0, 0, 0, 0]",42.0,32.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
11/22/1968,"[1, 0, 0, 0, 0, 0, 0]",107.0,0.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
11/23/1968,"[1, 0, 0, 0, 0, 0, 0]",9.0,9.0,0,"[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]"
11/25/1968,"[0, 0, 0, 0, 0, 1, 0]",28.0,26.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
12/2/1968,"[1, 0, 0, 0, 0, 0, 0]",39.0,39.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
12/12/1968,"[1, 0, 0, 0, 0, 0, 0]",51.0,51.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
12/24/1968,"[1, 0, 0, 0, 0, 0, 0]",47.0,20.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
12/24/1968,"[1, 0, 0, 0, 0, 0, 0]",4.0,2.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
12/26/1968,"[1, 0, 0, 0, 0, 0, 0]",3.0,3.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
12/26/1968,"[1, 0, 0, 0, 0, 0, 0]",12.0,12.0,0,"[0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]"
12/27/1968,"[1, 0, 0, 0, 0, 0, 0]",45.0,27.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
12/31/1968,"[1, 0, 0, 0, 0, 0, 0]",26.0,26.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]"
12/31/1968,"[0, 0, 0, 0, 1, 0, 0]",26.0,26.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
1/2/1969,"[1, 0, 0, 0, 0, 0, 0]",2.0,2.0,0,"[0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
1/2/1969,"[0, 0, 0, 1, 0, 0, 0]",24.0,24.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/5/1969,"[0, 1, 0, 0, 0, 0, 0]",62.0,48.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
1/6/1969,"[1, 0, 0, 0, 0, 0, 0]",28.0,11.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/13/1969,"[1, 0, 0, 0, 0, 0, 0]",45.0,15.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
1/16/1969,"[0, 0, 0, 0, 0, 1, 0]",12.0,12.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
1/18/1969,"[1, 0, 0, 0, 0, 0, 0]",38.0,38.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
2/18/1969,"[1, 0, 0, 0, 0, 0, 0]",35.0,35.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
2/24/1969,"[0, 0, 0, 1, 0, 0, 0]",36.0,36.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
3/5/1969,"[1, 0, 0, 0, 0, 0, 0]",19.0,19.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
3/8/1969,"[0, 0, 1, 0, 0, 0, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
3/13/1969,"[1, 0, 0, 0, 0, 0, 0]",5.0,1.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
3/16/1969,"[1, 0, 0, 0, 0, 0, 0]",84.0,84.0,0,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
3/20/1969,"[0, 0, 0, 0, 0, 0, 1]",105.0,100.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
3/20/1969,"[1, 0, 0, 0, 0, 0, 0]",27.0,16.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
4/2/1969,"[0, 1, 0, 0, 0, 0, 0]",53.0,53.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
4/2/1969,"[0, 0, 0, 1, 0, 0, 0]",78.0,24.0,1,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
4/2/1969,"[0, 0, 0, 1, 0, 0, 0]",2.0,2.0,0,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
4/7/1969,"[1, 0, 0, 0, 0, 0, 0]",21.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
4/15/1969,"[0, 0, 0, 0, 0, 1, 0]",31.0,31.0,0,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1]"
4/16/1969,"[0, 0, 0, 1, 0, 0, 0]",45.0,45.0,0,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0]"
4/21/1969,"[0, 0, 0, 1, 0, 0, 0]",44.0,44.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
4/24/1969,"[0, 0, 0, 0, 0, 0, 1]",33.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
5/6/1969,"[0, 0, 0, 1, 0, 0, 0]",74.0,30.0,1,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
5/7/1969,"[1, 0, 0, 0, 0, 0, 0]",2.0,2.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
5/23/1969,"[0, 0, 0, 1, 0, 0, 0]",6.0,6.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
5/25/1969,"[0, 1, 0, 0, 0, 0, 0]",36.0,1.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
6/4/1969,"[1, 0, 0, 0, 0, 0, 0]",79.0,79.0,0,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]"
6/5/1969,"[1, 0, 0, 0, 0, 0, 0]",19.0,19.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
6/23/1969,"[0, 0, 0, 0, 0, 1, 0]",120.0,120.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
6/28/1969,"[0, 0, 0, 0, 0, 1, 0]",40.0,40.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
7/6/1969,"[1, 0, 0, 0, 0, 0, 0]",14.0,14.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
7/12/1969,"[0, 0, 0, 0, 0, 1, 0]",35.0,35.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
7/15/1969,"[1, 0, 0, 0, 0, 0, 0]",14.0,3.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
7/25/1969,"[1, 0, 0, 0, 0, 0, 0]",13.0,1.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
7/26/1969,"[0, 0, 0, 0, 0, 0, 1]",37.0,33.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
7/26/1969,"[1, 0, 0, 0, 0, 0, 0]",5.0,5.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
8/3/1969,"[0, 1, 0, 0, 0, 0, 0]",55.0,55.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
8/3/1969,"[0, 0, 0, 0, 0, 0, 1]",4.0,4.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
8/19/1969,"[0, 0, 0, 0, 0, 1, 0]",13.0,13.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
8/25/1969,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0]"
8/26/1969,"[0, 0, 0, 0, 0, 1, 0]",102.0,16.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
8/26/1969,"[0, 0, 0, 0, 0, 1, 0]",14.0,14.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
8/31/1969,"[1, 0, 0, 0, 0, 0, 0]",3.0,3.0,0,"[0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
9/1/1969,"[0, 0, 0, 0, 0, 1, 0]",27.0,22.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
9/2/1969,"[0, 0, 0, 0, 0, 1, 0]",35.0,35.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
9/6/1969,"[1, 0, 0, 0, 0, 0, 0]",16.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0]"
9/8/1969,"[1, 0, 0, 0, 0, 0, 0]",32.0,32.0,0,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]"
9/9/1969,"[1, 0, 0, 0, 0, 0, 0]",83.0,83.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
9/12/1969,"[0, 0, 0, 0, 0, 1, 0]",47.0,45.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
9/14/1969,"[1, 0, 0, 0, 0, 0, 0]",21.0,20.0,1,"[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
9/17/1969,"[1, 0, 0, 0, 0, 0, 0]",15.0,4.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
9/20/1969,"[0, 0, 0, 0, 0, 1, 0]",76.0,74.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
9/21/1969,"[1, 0, 0, 0, 0, 0, 0]",118.0,27.0,1,"[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0]"
9/26/1969,"[1, 0, 0, 0, 0, 0, 0]",74.0,74.0,0,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0]"
9/26/1969,"[0, 0, 0, 0, 0, 0, 1]",5.0,5.0,0,"[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
10/2/1969,"[0, 0, 0, 1, 0, 0, 0]",26.0,26.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
10/13/1969,"[0, 0, 0, 0, 0, 1, 0]",56.0,24.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
11/9/1969,"[1, 0, 0, 0, 0, 0, 0]",4.0,2.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
11/13/1969,"[0, 0, 0, 0, 0, 1, 0]",12.0,12.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
11/19/1969,"[1, 0, 0, 0, 0, 0, 0]",14.0,14.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
11/20/1969,"[0, 0, 0, 0, 0, 0, 1]",87.0,87.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
12/3/1969,"[1, 0, 0, 0, 0, 0, 0]",62.0,62.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0]"
12/5/1969,"[1, 0, 0, 0, 0, 0, 0]",9.0,9.0,0,"[0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
12/6/1969,"[0, 0, 0, 0, 0, 1, 0]",8.0,8.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
12/8/1969,"[0, 1, 0, 0, 0, 0, 0]",90.0,90.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
12/10/1969,"[0, 0, 0, 0, 0, 1, 0]",17.0,17.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0]"
12/22/1969,"[0, 0, 0, 0, 0, 1, 0]",77.0,10.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
12/23/1969,"[0, 0, 0, 0, 0, 1, 0]",6.0,6.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
1/5/1970,"[0, 1, 0, 0, 0, 0, 0]",10.0,5.0,1,"[0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
1/12/1970,"[0, 0, 1, 0, 0, 0, 0]",27.0,23.0,1,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
1/13/1970,"[0, 0, 0, 1, 0, 0, 0]",32.0,32.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/14/1970,"[1, 0, 0, 0, 0, 0, 0]",28.0,28.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
1/25/1970,"[0, 0, 0, 0, 0, 1, 0]",23.0,1.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
1/25/1970,"[1, 0, 0, 0, 0, 0, 0]",19.0,18.0,1,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/28/1970,"[0, 0, 0, 0, 0, 1, 0]",34.0,34.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/28/1970,"[1, 0, 0, 0, 0, 0, 0]",9.0,9.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/29/1970,"[0, 0, 0, 0, 0, 1, 0]",11.0,11.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
2/4/1970,"[0, 1, 0, 0, 0, 0, 0]",22.0,21.0,1,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]"
2/4/1970,"[1, 0, 0, 0, 0, 0, 0]",37.0,37.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
2/6/1970,"[0, 0, 0, 0, 0, 1, 0]",106.0,92.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
2/10/1970,"[1, 0, 0, 0, 0, 0, 0]",5.0,5.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
2/12/1970,"[1, 0, 0, 0, 0, 0, 0]",12.0,12.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
2/15/1970,"[0, 0, 0, 1, 0, 0, 0]",102.0,102.0,0,"[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
2/19/1970,"[0, 0, 0, 0, 0, 0, 1]",17.0,17.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0]"
2/21/1970,"[0, 1, 0, 0, 0, 0, 0]",47.0,47.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
3/6/1970,"[0, 1, 0, 0, 0, 0, 0]",11.0,11.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
3/14/1970,"[1, 0, 0, 0, 0, 0, 0]",40.0,38.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
3/16/1970,"[0, 0, 0, 1, 0, 0, 0]",31.0,23.0,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
3/26/1970,"[1, 0, 0, 0, 0, 0, 0]",6.0,6.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
4/1/1970,"[0, 0, 0, 0, 0, 1, 0]",45.0,45.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
4/1/1970,"[0, 0, 0, 0, 0, 0, 1]",82.0,61.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
4/4/1970,"[0, 1, 0, 0, 0, 0, 0]",35.0,7.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
4/21/1970,"[0, 0, 0, 0, 0, 1, 0]",36.0,36.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
4/25/1970,"[0, 1, 0, 0, 0, 0, 0]",19.0,17.0,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
4/28/1970,"[0, 0, 0, 1, 0, 0, 0]",11.0,8.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
5/2/1970,"[0, 0, 1, 0, 0, 0, 0]",63.0,23.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
5/4/1970,"[1, 0, 0, 0, 0, 0, 0]",14.0,13.0,1,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
5/6/1970,"[0, 0, 0, 0, 0, 0, 1]",30.0,5.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
5/9/1970,"[0, 0, 0, 0, 0, 1, 0]",33.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
5/9/1970,"[1, 0, 0, 0, 0, 0, 0]",6.0,6.0,0,"[0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
5/15/1970,"[0, 0, 0, 0, 0, 1, 0]",11.0,11.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
5/26/1970,"[0, 0, 0, 1, 0, 0, 0]",6.0,6.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
5/30/1970,"[1, 0, 0, 0, 0, 0, 0]",33.0,1.0,1,"[1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
6/1/1970,"[0, 0, 0, 1, 0, 0, 0]",13.0,13.0,0,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]"
6/2/1970,"[0, 0, 0, 0, 0, 1, 0]",44.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
6/10/1970,"[1, 0, 0, 0, 0, 0, 0]",8.0,5.0,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
7/3/1970,"[0, 0, 0, 1, 0, 0, 0]",27.0,5.0,1,"[0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
7/3/1970,"[0, 1, 0, 0, 0, 0, 0]",112.0,112.0,0,"[0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
7/5/1970,"[1, 0, 0, 0, 0, 0, 0]",109.0,109.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
7/18/1970,"[0, 0, 1, 0, 0, 0, 0]",23.0,23.0,0,"[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
7/27/1970,"[0, 0, 0, 0, 0, 1, 0]",4.0,4.0,0,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
8/3/1970,"[1, 0, 0, 0, 0, 0, 0]",10.0,10.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
8/6/1970,"[0, 0, 0, 0, 0, 1, 0]",30.0,30.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
8/9/1970,"[1, 0, 0, 0, 0, 0, 0]",100.0,99.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
8/12/1970,"[0, 0, 0, 1, 0, 0, 0]",31.0,14.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
8/26/1970,"[0, 0, 0, 1, 0, 0, 0]",32.0,30.0,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1]"
8/29/1970,"[0, 0, 0, 0, 0, 1, 0]",39.0,39.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
8/30/1970,"[0, 1, 0, 0, 0, 0, 0]",10.0,3.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
9/2/1970,"[0, 1, 0, 0, 0, 0, 0]",37.0,37.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/2/1970,"[0, 0, 0, 0, 0, 1, 0]",37.0,37.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
9/3/1970,"[0, 0, 0, 0, 0, 1, 0]",21.0,21.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/8/1970,"[1, 0, 0, 0, 0, 0, 0]",11.0,11.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/26/1970,"[0, 1, 0, 0, 0, 0, 0]",34.0,8.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
9/30/1970,"[0, 0, 0, 0, 0, 1, 0]",38.0,4.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
